id,tag,title,year
328,journals/vc/HanawaY07,"Improvement on the accuracy of the polynomial form extrapolation model in distributed virtual environment.",2007
329,journals/vc/IsaacsC88,"Mixed methods for complex kinematic constraints in dynamic figure animation.",1988
330,journals/vc/WestermannKE99,"Real-time exploration of regular volume data by adaptive reconstruction of isosurfaces.",1999
331,journals/vc/LiuS06,"Function-defined shape metamorphoses in visual cyberworlds.",2006
332,journals/vc/Thalmann86,"A 'lifegame' approach to surface modeling and rendering.",1986
333,journals/vc/HanakJS10,"Detail-driven digital hologram generation.",2010
334,journals/vc/BreenHG92,"A physically-based particle model of woven cloth.",1992
335,journals/vc/GanovelliCMS01,"Enabling cuts on multiresolution representation.",2001
336,journals/vc/ThieryTB14,"Jacobians and Hessians of mean value coordinates for closed triangular meshes.",2014
337,journals/vc/LaiR14,"Artistic rendering enhancing global structure.",2014
338,journals/vc/XingLZL16,"Light mixture intrinsic image decomposition based on a single RGB-D image.",2016
339,journals/vc/Wilhelms93,"Pursuing interactive visualization of irregular grids.",1993
340,journals/vc/Yamaguchi87,"Theoretical foundations for the 4 x 4 determinant method in computer graphics and geometric modelling.",1987
341,journals/vc/HegronAP88,"VISYR: a simulation tool for mobile robots using vision sensors.",1988
342,journals/vc/ChengW06,"A high-capacity steganographic approach for 3D polygonal meshes.",2006
343,journals/vc/CaiSLWYL17,"Blind inpainting using the fully convolutional neural network.",2017
344,journals/vc/YeY16,"A fast modal space transform for robust nonrigid shape retrieval.",2016
345,journals/vc/KapoorBH17,"An evolutionary learning based fuzzy theoretic approach for salient object detection.",2017
346,journals/vc/KolingerovaK02,"Optimistic parallel Delaunay triangulation.",2002
347,journals/vc/ZankK16,"Where are you going? Using human locomotion models for target estimation.",2016
348,journals/vc/SalzbrunnGSM08,"Pathline predicates and unsteady flow structures.",2008
349,journals/vc/RaoGMP15,"Estimation of crowd density by clustering motion cues.",2015
350,journals/vc/BottcherAGW08,"Haptic two-finger contact with textiles.",2008
351,journals/vc/KainzRRS09,"In vivo interactive visualization of four-dimensional blood flow patterns.",2009
352,journals/vc/NiedaPK06,"Detection and classification of topological evolution for linear metamorphosis.",2006
353,journals/vc/ShangCPLTS17,"A novel local derivative quantized binary pattern for object recognition.",2017
354,journals/vc/WangWQZ17,"Video-based fluid reconstruction and its coupling with SPH simulation.",2017
355,journals/vc/X99a,"Computergraphics society Special Issue: Editorial.",1999
356,journals/vc/CuginiB07,"Touch and design: novel haptic interfaces for the generation of high quality surfaces for industrial design.",2007
357,journals/vc/TengC09,"Image-based tree modeling from a few images with very narrow viewing range.",2009
358,journals/vc/Qin00,"General matrix representations for B-splines.",2000
359,journals/vc/TianJLCPW12,"Adaptive coding of generic 3D triangular meshes based on octree decomposition.",2012
360,journals/vc/LazuninS17,"Interactive visualization of multi-layered clothing.",2017
361,journals/vc/LaiHM06,"Surface mosaics.",2006
362,journals/vc/WinklerHG08,"Mesh massage.",2008
363,journals/vc/JangH08,"Fast collision detection using the A-buffer.",2008
364,journals/vc/KimKKS96,"Use of potential functions in 3D rendering of fractal images from complex functions.",1996
365,journals/vc/HanZ17,"Line-based initialization method for mobile augmented reality in aircraft assembly.",2017
366,journals/vc/ChangYPLZ11,"A fast hybrid computation model for rectum deformation.",2011
367,journals/vc/XuMKS08,"Efficient contrast invariant stereo correspondence using dynamic programming with vertical constraint.",2008
368,journals/vc/ShamirL04,"Special Section on the Fourth Israel-Korea Bi-National Conference on Geometric Modeling and Computer Graphics.",2004
369,journals/vc/YangC06,"Integration of volume decompression and out-of-core iso-surface extraction from irregular volume data.",2006
370,journals/vc/SeilerSSH11,"Robust interactive cutting based on an adaptive octree simulation mesh.",2011
371,journals/vc/HuH09,"Salient spectral geometric features for shape matching and retrieval.",2009
372,journals/vc/Magnenat-ThalmannT05,"Virtual humans: thirty years of research, what next?",2005
373,journals/vc/AbeysingheJ09,"Interactive skeletonization of intensity volumes.",2009
374,journals/vc/ChoiL06,"Rendering stylized highlights using projective textures.",2006
375,journals/vc/TostP88,"Human body animation: a survey.",1988
376,journals/vc/FrosioTA16,"Camera re-calibration after zooming based on sets of conics.",2016
377,journals/vc/ZagaloT08,"Character emotion experience in virtual environments.",2008
378,journals/vc/YangCSZ13,"Automatic cage construction for retargeted muscle fitting.",2013
379,journals/vc/BuD89,"A VLSI system architecture for high-speed radiative transfer 3D image synthesis.",1989
380,journals/vc/WuDKMY0P16,"Feature-aware natural texture synthesis.",2016
381,journals/vc/HornusAC03,"Implicit modeling using subdivision curves.",2003
382,journals/vc/ZhengNMFZ15,"Layered modeling and generation of Pollock's drip style.",2015
383,journals/vc/OrtnerSPHG16,"Visual analytics and rendering for tunnel crack analysis - A methodological approach for integrating geometric and attribute data.",2016
384,journals/vc/Colonna95,"Are autostereograms useful for computer graphics and scientific visualization?",1995
385,journals/vc/AtteneMSF11,"Part-in-whole 3D shape matching and docking.",2011
386,journals/vc/SasakiS86,"Techniques in computer art.",1986
387,journals/vc/WangYC12,"A variational model for normal computation of point clouds.",2012
388,journals/vc/LinM95,"Fast interference detection between geometric models.",1995
389,journals/vc/LiY00,"Radiosity for scenes with many mirror reflections.",2000
390,journals/vc/PeiYZDB16,"Action recognition by learning temporal slowness invariant features.",2016
391,journals/vc/HuaWZTWB12,"Compressing repeated content within large-scale remote sensing images.",2012
392,journals/vc/NijholtRZR06,"Online and off-line visualization of meeting information and meeting support.",2006
393,journals/vc/ZhangK07,"Point-and-edge model for edge-preserving splatting.",2007
394,journals/vc/YuT99,"Synthetic motion capture: Implementing an interactive virtual marine world.",1999
395,journals/vc/CanasG06,"Surface remeshing in arbitrary codimensions.",2006
396,journals/vc/FengNJP02,"B-spline free-form deformation of polygonal object as trimmed Bézier surfaces.",2002
397,journals/vc/WanZZ17,"Full and partial shape similarity through sparse descriptor reconstruction.",2017
398,journals/vc/HornungJST93,"Cooperative HyperMedia an enabling paradigm for cooperative work.",1993
399,journals/vc/LiMJZ09,"A new feature-preserving mesh-smoothing algorithm.",2009
400,journals/vc/Kawano86,"Doraemon as an artistic image processor.",1986
401,journals/vc/LiangCKZJ17,"Hand gesture-based interactive puppetry system to assist storytelling for children.",2017
402,journals/vc/WangXZLHG06,"Spherical harmonics scaling.",2006
403,journals/vc/Badt88,"Two algorithms for taking advantage of temporal coherence in ray tracing.",1988
404,journals/vc/Lobb96,"Quasiconvolutional smoothing of polyhedra.",1996
405,journals/vc/ZhouTLDC11,"Shape-enhanced maximum intensity projection.",2011
406,journals/vc/KimPW14,"Vision-based all-in-one solution for augmented reality and its storytelling applications.",2014
407,journals/vc/FortunatoO14,"Fast high-quality non-blind deconvolution using sparse adaptive priors.",2014
408,journals/vc/ChalmersDR09,"Towards high-fidelity multi-sensory virtual environments.",2009
409,journals/vc/LeeDLD11,"Joint reversible watermarking and progressive compression of 3D meshes.",2011
410,journals/vc/XuCZB06,"Multi-level differential surface representation based on local transformations.",2006
411,journals/vc/MiaoFXP08,"High frequency geometric detail manipulation and editing for point-sampled surfaces.",2008
412,journals/vc/HoneBPRSTW90,"3D Visualization of tomographic volume data using the generalized voxel model.",1990
413,journals/vc/StorkTKNNA08,"Towards interactive simulation in automotive design.",2008
414,journals/vc/DoidgeJM12,"Mixing Monte Carlo and progressive rendering for improved global illumination.",2012
415,journals/vc/XiaoMLP06,"A dynamic balanced flow for filtering point-sampled geometry.",2006
416,journals/vc/WangSN11,"Fractal dimension based neurofeedback in serious games.",2011
417,journals/vc/ShaikhKG13,"Automatic visual speech segmentation and recognition using directional motion history images and Zernike moments.",2013
418,journals/vc/NasriS02a,"Taxonomy of interpolation constraints on recursive subdivision surfaces.",2002
419,journals/vc/NomaKKEAY89,"Constructive picture description with Euclidean geometry.",1989
420,journals/vc/Pentland92,"Fast solutions to physical equilibrium and interpolation problems.",1992
421,journals/vc/SokolovP08,"Virtual world explorations by using topological and semantic knowledge.",2008
422,journals/vc/ShenXCMWL15,"Model-driven multicomponent volume exploration.",2015
423,journals/vc/HagenlockerF98,"CFFD: a tool for designing flexible shapes.",1998
424,journals/vc/Dehne88,"Solving visibility and separability problems on a Mesh-of-Processors.",1988
425,journals/vc/GuoP14,"Real-time simulating and rendering of layered dust.",2014
426,journals/vc/JunejoJA14,"Silhouette-based human action recognition using SAX-Shapes.",2014
427,journals/vc/RunionsS11,"Partition of unity parametrics: a framework for meta-modeling.",2011
428,journals/vc/ChengLPT09,"Fragment-based responsive character motion for interactive games.",2009
429,journals/vc/XuWYHZYWL18,"Efficient image super-resolution integration.",2018
430,journals/vc/GarciaMF11,"Evaluation of Boolean operations between free-form solids using extended simplicial chains and PN triangles.",2011
431,journals/vc/AfanasievBKFK07,"RTR-trees for space robotics behavior simulation and visualization.",2007
432,journals/vc/LiuZMSH17,"High-speed video generation with an event camera.",2017
433,journals/vc/LischinskiG90,"Improved techniques for ray tracing parametric surfaces.",1990
434,journals/vc/OhmoriK10,"Designing and modeling cyberworlds using the incrementally modular abstraction hierarchy based on homotopy theory.",2010
435,journals/vc/KleimanGAC16,"Toward semantic image similarity from crowdsourced clustering.",2016
436,journals/vc/YangSWS10,"Physically-based modeling and animation of tree branch patterns.",2010
437,journals/vc/Magnenat-Thalmann10b,"Editorial.",2010
438,journals/vc/TongKY02,"A volume-preserving approach for modeling and animating water flows generated by metaballs.",2002
439,journals/vc/QinYZ08,"Nonuniform bilateral filtering for point sets and surface attributes.",2008
440,journals/vc/ZhaoMJSWF09,"Real-time saliency-aware video abstraction.",2009
441,journals/vc/GobronAPTT10,"From sentence to emotion: a real-time three-dimensional graphics metaphor of emotions extracted from text.",2010
442,journals/vc/MarviePB05,"The FL-system: a functional L-system for procedural geometric modeling.",2005
443,journals/vc/ZhuJLZ12,"Analytical solutions for sketch-based convolution surface modeling on the GPU.",2012
444,journals/vc/KongDMZP13,"SimLocator: robust locator of similar objects in images.",2013
445,journals/vc/HristovaMCB17,"High-dynamic-range image recovery from flash and non-flash image pairs.",2017
446,journals/vc/SaMRC15,"Adaptive voids - Primal and dual adaptive cellular structures for additive manufacturing.",2015
447,journals/vc/HulusicDC13,"Smoothness perception - Investigation of beat rate effect on frame rate perception.",2013
448,journals/vc/Ross91,"The Globall Hyperatlas: a development proposal.",1991
449,journals/vc/JiaP09,"Compact real-time modeling of seated humans by video sprite sequence quantization.",2009
450,journals/vc/PanT16,"Automatic segmentation of point clouds from multi-view reconstruction using graph-cut.",2016
451,journals/vc/Zhang96,"Line diffusion: a parallel error diffusion algorithm for digital halftoning.",1996
452,journals/vc/YeoNMGP09,"Parallel smoothing of quad meshes.",2009
453,journals/vc/ShenLWTD16,"CUDA-based real-time hand gesture interaction and visualization for CT volume dataset using leap motion.",2016
